9903,Montclair Town Recorder's Court,Montclair Town Recorder's Ct.,1
9904,Hudson County Juvenile and Domestic Relations Court,Hudson Cty. Juv. & Dom. Rel. Ct.,5
9905,Camden City District Court,Camden City Dist. Ct.,11
9906,Middlesex County Circuit Court,Middlesex Cty. Cir. Ct.,1
9908,Delaware Court of Chancery,Del. Ch.,3297
9913,Monmouth County Court of Common Pleas,Monmouth Cty. C.P.,10
9916,Cape May County Orphans' Court,Cape May Cty. Orphans' Ct.,1
9920,"County Court of New York, Ontario County",Ontario Cty. Ct.,39
9922,Commissioner of Education,Commissioner of Education,1
9923,Essex County Court of Quarter Sessions,Essex Cty. Ct. Quarter Sess.,9
9926,Essex County Orphans' Court,Essex Cty. Orphans' Ct.,43
9929,Warren County Orphans' Court,Warren Cty. Orphans' Ct.,7
9930,Camden County Circuit Court,Camden Cty. Cir. Ct.,18
9932,"County Court of New York, Ulster County",Ulster Cty. Ct.,88
9933,New Hampshire Superior Court,N.H. Super. Ct.,3332
9937,Passaic County Court of Common Pleas,Passaic Cty. C.P.,19
9938,Morris County District Court,Morris Cty. Dist. Ct.,7
9940,Bergen County Court of Special Sessions,Bergen Cty. Ct. Spec. Sess.,1
9941,Ocean County Circuit Court,Ocean Cty. Cir. Ct.,2
9945,Morris County Circuit Court,Morris Cty. Cir. Ct.,9
9946,New York Court of Chancery,N.Y. Ch.,3856
9948,Essex County Surrogate's Court,Essex Cty. Sur. Ct.,6
9949,Essex County Court of Special Sessions,Essex Cty. Ct. Spec. Sess.,2
9951,Delaware Orphans' Court,Del. Orphans' Ct.,150
9952,Salem County Court of Common Pleas,Salem Cty. Ct. C.P.,2
9953,Cumberland County Juvenile and Domestic Relations Court,Cumberland Cty. Juv. & Dom. Rel. Ct.,10
9954,Atlantic County Court of Common Pleas,Atlantic Cty. Ct. C.P.,2
9955,Kansas City Court of Appeals,Mo. Ct. App.,11457
9956,Passaic County Juvenile and Domestic Relations Court,Passaic Cty. Juv. & Dom. Rel. Ct.,4
9958,St. Louis Court of Appeals,Mo. Ct. App.,11772
9962,Supreme Court of Virginia,Va.,5074
9964,"County Court of New York, Broome County",Broome Cty. Ct.,100
9975,Temporary Emergency Court of Appeals,Temp. Emer. Ct. App.,6
9976,Delaware Circuit Court,Del. Cir. Ct.,7
9977,New Jersey Court of Pardons,N.J. Ct. Pardons,1
9982,Missouri Court of Appeals,Mo. Ct. App.,69699
9983,Warren County Court,Warren Cty. Ct.,2
9984,Navajo Nation Supreme Court,Navajo,644
9985,Navajo Nation District Court,Navajo D. Ct.,62
9987,New York Commission of Appeals,N.Y. Comm'n App.,1032
9988,Navajo Nation Family Court,Navajo Fam. Ct.,16
9992,Supreme Court of Texas,Tex.,28911
9993,United States Court of Appeals for the Second Circuit,2nd Cir.,148
9996,United States Court of Appeals for the First Circuit,2d Cir.,3
9997,New Hampshire Committee of the Privy Council,N.H. Committee of the Privy Council,1
9998,Philadelphia Mayor's Court,Phila. Mayor's Ct.,2
9999,United States Circuit Court for the District of Pennsylvania,C.C.D. Pa.,665
10003,Pennsylvania High Court of Errors and Appeals,Penn. High Ct. Err. & App.,22
10004,United States District Court for the District of Columbia,D.C.C.,22
10005,New Jersey State Board of Taxes and Assessment,N.J.B.T. Assessment,2
10006,Gloucester County Circuit Court,Gloucester Cty. Cir. Ct.,5
10010,American Samoa District Court,Am. Samoa Dist. Ct.,5
10011,Passaic Circuit Court,Passaic Cir. Ct.,1
10013,Burlington County Circuit Court,Burlington Cty. Cir. Ct.,3
10014,Middlesex County Orphans' Court,Middlesex Cty. Orphans' Ct.,3
10016,United States Bankruptcy Court for the Sourthern District of Florida,Bankr. S.D. Fla.,3
10017,United States Bankruptcy Court for the District of North Dakota,Bankr. D.N.D.,338
10018,United States Bankruptcy Court for the District of Rhode Island,Bankr. D.R.I.,678
10019,United States Bankruptcy Court for the District of Puerto Rico,Bankr. D.P.R.,323
10021,United States Bankruptcy Court for the Western District of Arkansas,Bankr. W.D. Ark.,331
10022,United States Bankruptcy Appellate Panel for the Second Circuit,B.A.P. 2d Cir.,28
10023,Cumberland County District Court,Cumberland Cty. Dist. Ct.,7
10024,Camden County Juvenile and Domestic Relations Court,Camden Cty. Juv. & Dom. Rel. Ct.,10
10027,Passaic County District Court,Passaic Cty. Dist. Ct.,13
10028,United States Bankruptcy Court for the District of Nevada,Bankr. D. Nev.,251
10030,New Jersey Superior Court Resentencing Panel,N.J. Super. Ct.,7
10033,Superior Court of New Jersey,N.J. Super. Ct.,1
10034,District Court Middlesex County,Middlesex County District Court,1
10036,Middlesex County District Court,Middlesex Cty. Dist. Ct.,1
10040,New Jersey Municipal Court,N.J. Mun. Ct.,2
10041,Essex County Juvenile and Domestic Relations Court,Essex Cty. Juv. & Dom. Rel. Ct.,11
10050,United States District Court for the District of Virginia,D. Va.,20
10051,Elmira City Court,Elmira City Ct.,2
10053,Webster Justice Court,Webster J. Ct.,9
10054,United States District Court for the District of Georgia,D. Ga.,15
10056,U. S. Circuit Court for the Southern District of New York,C. C. S. D. N.Y.,2
10057,Rockland County Surrogate's Court,Rockland County Sur. Ct.,1
10058,Albany Surrogate's Court,Albany Sur. Ct.,1
10062,"Surrogate's Court, Kings County","Sur. Ct., Kings County",1
10064,Court of Appeals of Indian Territory,Indian Terr.,575
10065,City Court of Brooklyn,Brooklyn City Ct.,11
10071,Buffalo Superior Court,Buffalo Super. Ct.,731
10072,Albany Oyer and Terminer,Albany Oyer & Terminer,8
10074,Tuscarawas County Court of Common Pleas,Tuscarawas Cty. C.P.,87
10076,United States Bankruptcy Court for the District of Hawaii,Bankr. D. Haw.,276
10078,United States District Court for the Eastern District of Illinois,N.D. Ill.,2
10079,Stark County Court of Common Pleas,Stark Cty. C.P.,88
10082,Court of General Sessions of the County of New York,N.Y. Ct. Gen. Sess.,1
10083,Columbiana County Court of Common Pleas,Columbiana Cty. C.P.,55
10084,Harrison County Court of Common Pleas,Harrison Cty. C.P.,18
10087,Belmont County Court of Common Pleas,Belmont Cty. C.P.,31
10088,United States Claims Court,Cl. Ct.,2251
10090,New York Superior Court General Term,N.Y. Super. Ct.,385
10091,United States Bankruptcy Court for the Eastern District of Washington,Bankr. E.D. Wash.,71
10096,New York Supreme Court Special Term,N.Y. Sup. Ct.,158
10097,Guernsey County Court of Common Pleas,Guernsey Cty. C.P.,13
10100,New York Superior Court Special Term,N.Y. Super. Ct.,28
10101,Montgomery County Court,Montgomery Cty. Ct.,23
10105,United States Bankruptcy Court for the Eastern District of Louisiana,Bankr. E.D. La.,152
10106,Monroe Circuit Court,Monroe Cir. Ct.,6
10107,Licking Circuit Court,Licking Cir. Ct.,45
10108,Butler Circuit Court,Butler Cir. Ct.,62
10109,Fulton Circuit Court,Fulton Cir. Ct.,14
10110,Ashland Circuit Court,Ashland Cir. Ct.,7
10111,Wayne Circuit Court,Wayne Cir. Ct.,6
10112,United States District Court for the District of Michigan,D. Mich.,52
10113,Portage Circuit Court,Portage Cir. Ct.,9
10114,Bradford County Court of Common Pleas,Bradford Cty. C.P.,154
10118,Louisiana Court of Appeal,La. Ct. App.,114155
10119,Wood Circuit Court,Wood Cir. Ct.,101
10123,Putnam Circuit Court,Putnam Cir. Ct.,15
10130,Greene Circuit Court,Greene Cir. Ct.,13
10131,Massachusetts Superior Court,Mass. Super. Ct.,7783
10132,Montgomery Circuit Court,Montgomery Cir. Ct.,26
10133,Belmont Circuit Court,Belmont Cir. Ct.,8
10134,Window Rock District Court,Window Rock Dist. Ct.,36
10136,Rockland County Court,Rockland Cty. Ct.,11
10141,Navajo Nation Court of Appeals,Navajo,178
10147,Crownpoint District Court,Crownpoint Dist. Ct.,6
10152,Monroe County Court,Monroe Cty. Ct.,21
10156,"New York City Court, General Term",N.Y. City Ct.,360
10169,Steuben County Court,Steuben Cty. Ct.,10
10171,Sullivan County Court,Sullivan Cty. Ct.,9
10177,"New York Court of Sessions, Orange County",Orange Cty. Ct. Sess.,1
10179,Supreme Court of Rhode Island,R.I.,24225
10184,Hunter Justice Court,Hunter J. Ct.,3
10187,"County Court of New York, Bronx County",Bronx Cty. Ct.,69
10193,New York Court of General Sessions of the Peace,N.Y. Ct. Sess. P.,125
10194,"New York County Court, Oneida County",Oneida Cty. Ct.,4
10203,New York Court of General Session of the Peace,N.Y. Ct. Sess. P.,9
10206,"Municipal Court of the City of New York, Borough of Manhattan",N.Y. Mun. Ct.,16
10207,"New York County Court, Lewis County",Lewis Cty. Ct.,2
10208,Irondequoit Justice Court,Irondequoit J. Ct.,2
10209,"County Court of New York, Chenango County",Chenango Cty. Ct.,27
10223,New York Supreme Court New York Special Term,N.Y. Sup. Ct.,6
10230,New York Supreme Court Albany Special Term,N.Y. Sup. Ct.,3
10232,Rhode Island Supreme Court,R.I.,1
10237,New York Superior Court Equity Term,N.Y. Super. Ct.,3
10238,"County Court of New York, Fulton County",Fulton Cty. Ct.,43
10257,New York Supreme Court Monroe Special Term,N.Y. Sup. Ct.,1
10266,New York Supreme Court Saratoga Special Term,N.Y. Sup. Ct.,2
10270,United States District Court for the District of New York,D.N.Y.,64
10277,New York Supreme Court Tioga Special Term,N.Y. Sup. Ct.,1
10288,New York Supreme Court St. Lawrence Special Term,N.Y. Sup. Ct.,2
10289,Union County Common Pleas Court,Union Cty. C.P. Ct.,1
10301,New York Supreme Court Oswego Special Term,N.Y. Sup. Ct.,2
10302,Bayonne District Court,Bayonne Dist. Ct.,3
10304,Delaware County Court,Delaware Cty. Ct.,8
10311,Oneida County Court,Oneida Cty. Ct.,41
10312,Tennessee Supreme Court,Tenn.,24990
10313,Troy City Court,Troy City Ct.,4
10326,New York Supreme Court Cayuga Equity Term,N.Y. Sup. Ct.,1
10341,New York Supreme Court Onondaga Special Term,N.Y. Sup. Ct.,1
10358,New York Supreme Court Oneida Special Term,N.Y. Sup. Ct.,1
10363,Franklin County Court,Franklin Cty. Ct.,10
10377,Rensselaer County Court,Rensselaer Cty. Ct.,12
10390,Municipal Court of New York,N.Y. Mun. Ct.,28
10396,Paterson City District Court,Paterson City Dist. Ct.,2
10397,City Court of Buffalo,Buffalo City Ct.,6
10403,Queens County Court,Queens Cty. Ct.,19
10405,City Court of New York,N.Y. City Ct.,79
10410,Nassau County Court,Nassau Cty. Ct.,19
10427,"New York Supreme Court, Chambers",N.Y. Sup. Ct.,1
10428,"County Court of New York, New York County",New York Cty. Ct.,1
10430,Chenango County Court,Chenango Cty. Ct.,9
10431,"New York Court of Session, Albany County",N.Y. Ct. Sess.,1
10435,Tioga County Court,Tioga Cty. Ct.,5
10436,Gates Town Court,Gates Town Ct.,1
10437,New York Supreme Court of Errors,N.Y. Sup. Ct. Err.,1
10440,City Court of Yonkers,Yonkers City Ct.,5
10456,Buffalo City Court,Buffalo City Ct.,70
10458,Clinton County Court,Clinton Cty. Ct.,4
10462,New York Court of Sessions,N.Y. Ct. Sess.,42
10480,New York Supreme Court Ulster Special Term,N.Y. Sup. Ct.,1
10485,Lewis County Court,Lewis Cty. Ct.,3
10486,Dauphin County Orphans' Court,Dauphin Cty. Orphans' Ct.,86
10487,"County Court of New York, Jefferson County",Jefferson Cty. Ct.,82
10488,Village Court of Muttontown,Muttontown Vill. Ct.,1
10489,Lebanon County Court of Common Pleas,Lebanon Cty. C.P.,241
10491,Schenectady County Court,Schenectady Cty. Ct.,6
10492,Essex County Court of General Quarter Sessions,Essex Cty. Ct. Gen. Quarter Sess.,1
10493,Jamestown City Court,Jamestown City Ct.,6
10519,New York Supreme Court Kings Special Term,N.Y. Sup. Ct.,1
10527,Chautauqua County Court,Chautauqua Cty. Ct.,6
10528,Rome City Court,Rome City Ct.,3
10530,"County Court of New York, Putnam County",Putnam Cty. Ct.,10
10538,Magistrates' Court of New York,N.Y. Magis. Ct.,8
10540,"County Court of New York, Oswego County",Oswego Cty. Ct.,19
10543,Herkimer County Court,Herkimer Cty. Ct.,9
10550,Cayuga County Court,Cayuga Cty. Ct.,5
10553,Madison County Court,Madison Cty. Ct.,3
10558,Garden City Police Justice's Court,Garden City Police J. Ct.,1
10568,Washington County Court,Wash. Cty. Ct.,1
10586,Justice Court of Village of Ardsley,Ardsley J. Ct.,3
10589,"County Court of New York, Genesee County",Genesee Cty. Ct.,13
10591,Columbia County Court,Columbia Cty. Ct.,9
10592,New York Court of Special Sessions,Ct. Spec. Sess.,6
10597,Jefferson County Court,Jefferson Cty. Ct.,12
10600,New York Mills Village Court,N.Y. Mills Village Ct.,1
10602,"County Court of New York, Warren County",Warren Cty. Ct.,6
10604,Broome County Court,Broome Cty. Ct.,7
10605,City Court of Johnstown,Johnstown City Ct.,1
10606,Newburgh Justice Court,Newburgh J. Ct.,2
10607,Tonawanda City Court,Tonawanda City Ct.,4
10612,City Court of Utica,Utica City Ct.,1
10613,South Nyack Justice Court,South Nyack J. Ct.,1
10619,Amherst Town Court,Amherst Town Ct.,10
10627,Oswego City Court,Oswego City Ct.,21
10634,City Court of Syracuse,Syracuse City Ct.,1
10637,Ogden Justice Court,Ogden J. Ct.,1
10641,City Court of Binghamton,Binghamton City Ct.,1
10659,Justice Court of Village of Port Chester,Port Chester J. Ct.,1
10667,City Court of Mount Vernon,Mount Vernon City Ct.,2
10669,"County Court of New York, Montgomery County",Montgomery Cty. Ct.,46
10682,United States Court of Appeals for the Ninth Circuit,2d Cir.,3
10694,Greenburgh Justice Court,Greenburgh J. Ct.,12
10704,New York Court of Special Session,N.Y. Ct. Sess.,2
10712,Dobbs Ferry Justice Court,Dobbs Ferry J. Ct.,1
10715,United States Court of Appeals for the First Circuit,1th Cir.,3
10717,Tuckahoe Village Court,Tuckahoe Village Ct.,3
10725,Hudson City Court,Hudson City Ct.,5
10726,Cornwall Justice Court,Cornwall J. Ct.,1
10753,Rhinebeck Justice Court,Rhinebeck J. Ct.,8
10761,City Magistrate's Court of New York,N.Y. Magis. Ct.,44
10762,Justice Court of Village of Muttontown,Muttontown J. Ct.,6
10765,Perinton Justice Court,Perinton J. Ct.,8
10766,Kings Point Justice Court,Kings Point J. Ct.,1
10774,City Court of Oswego,Oswego City Ct.,3
10778,"County Court of New York, Wyoming County",Wyoming Cty. Ct.,17
10781,Cattaraugus County Court,Cattaraugus Cty. Ct.,6
10783,Cincinnati Superior Court,Cincinnati Super. Ct.,1237
10793,Logan County Court of Common Pleas,Logan Cty. C.P.,17
10799,Franklin County Probate Court,Franklin Cty. Prob. Ct.,112
10805,Clark County Probate Court,Clark Cty. Prob. Ct.,52
10810,Lorain County Court of Common Pleas,Lorain Cty. C.P.,59
10817,Sandusky County Court of Common Pleas,Sandusky Cty. C.P.,20
10829,New York City Magistrates' Court,N.Y. Magis. Ct.,221
10838,North Hills Village Court,North Hills Village Ct.,1
10843,Clermont County Probate Court,Clermont Cty. Prob. Ct.,1
10856,Defiance County Court of Common Pleas,Defiance Cty. C.P.,12
10858,Clinton County Court of Common Pleas,Ohio C.P.,5
10868,North Hills Justice Court,North Hills J. Ct.,1
10879,Licking County Court of Common Pleas,Licking Cty. C.P.,188
10888,Crawford County Court of Common Pleas,Crawford Cty. C.P.,15
10893,United States Court of Appeals for the District of Columbia,D.C.,78
10895,Alabama Supreme Court,Ala.,72225
10902,Columbiana County Probate Court,Columbiana Cty. Prob. Ct.,28
10903,Justice Court of Village of Bronxville,Bronxville J. Ct.,1
10921,New York Claims Court,N.Y. Cl. Ct.,26
10922,Summit County Court of Common Pleas,Summit Cty. C.P.,170
10923,"County Court of New York, Wayne County",Wayne Cty. Ct.,36
10924,Van Wert County Court of Common Pleas,Van Wert Cty. C.P.,30
10926,Arcadia Justice Court,Arcadia J. Ct.,7
10939,Hamilton County Court of Insolvency,Hamilton Cty. Ct. Insolvency,48
10940,Erie County Probate Court,Ohio Prob. Ct.,1
10944,"New Jersey Superior Court, Probate Division",N.J. Super. Ct.,1
10945,Dayton Municipal Court,Dayton Mun. Ct.,46
10947,Allen County Court of Common Pleas,Allen Cty. C.P.,38
10948,Muskingum County Court of Common Pleas,Muskingum Cty. C.P.,52
10957,Darke County Court of Common Pleas,Darke Cty. C.P.,28
10965,Paulding County Court of Common Pleas,Paulding Cty. C.P.,43
10982,Ashtabula County Court of Common Pleas,Ashtabula Cty. C.P.,36
10983,Salem County Juvenile and Domestic Relations Court,Salem Cty. Juv. & Dom. Rel. Ct.,1
10984,Hancock County Court of Common Pleas,Hancock Cty. C.P.,24
10987,Putnam County Court of Common Pleas,Putnam Cty. C.P.,19
10988,United States Bankruptcy Court for the District of Wyoming,Bankr. D. Wyo.,52
11003,United States Bankruptcy Court for the Southern District of Alabama,Bankr. S.D. Ala.,169
11005,Henry County Probate Court,Henry Cty. Prob. Ct.,1
11025,Jersey Prerogative Court,N.J. Prerog. Ct.,2
11028,Preble County Court of Common Pleas,Preble Cty. C.P.,16
11047,Newburgh Recorder's Court,Newburgh Rec's Ct.,1
11048,Alabama Court of Appeals,Ala. Ct. App.,22027
11097,Justice Court of Village of Elmsford,Elmsford J. Ct.,1
11117,United States Bankruptcy Court for the Western District of North Carolina,Bankr. W.D.N.C.,128
11142,"Supreme Court, Rensselaer County",Montgomery Cty. Ct.,1
11154,Suffolk County Court,Suffolk Cty. Ct.,852
11174,New York Children's Court,N.Y. Child. Ct.,51
11184,New York Court of Special Session,N.Y. Ct. Spec. Sess.,5
11200,Delaware Children's Court,Delaware Child. Ct.,1
11202,"County Court of New York, Herkimer County",Herkimer Cty. Ct.,47
11203,Penfield Justice Court,Penfield J. Ct.,1
11205,Justice Court of Town of Hunter,Hunter J. Ct.,1
11210,"County Court of New York, Rochelle County",Rochelle City Ct.,1
11211,Wayne County Court,Wayne Cty. Ct.,3
11221,Schoharie County Court,Schoharie Cty. Ct.,3
11247,United States Bankruptcy Court for the Eastern District of Texas,Bankr. E.D. Tex.,277
11248,Syracuse Municipal Court,Syracuse Mun. Ct.,4
11258,Ithaca City Court,Ithaca City Ct.,16
11259,New York Police Court,N.Y. Police Ct.,8
11260,Oneida City Court,Oneida City Ct.,1
11272,Luzerne County Orphans' Court,Luzerne Cty. Orphans' Ct.,45
11274,Wayne County Court of Common Pleas,Wayne Cty. C.P.,11
11277,Clinton County Court of Common Pleas,Clinton Cty. C.P.,129
11278,"New York County Court, Otsego County",Otsego Cty. Ct.,1
11282,Tioga County Court of Common Pleas,Tioga Cty. C.P.,34
11290,Bedford County Court of Common Pleas,Bedford Cty. C.P.,54
11293,St. Lawrence County Court,St. Lawrence Cty. Ct.,4
11294,Northampton County Court of Quarter Sessions,Northampton Cty. Ct. Quarter Sess.,40
11295,Garden City Police Court,Garden City Police Ct.,2
11297,Cumberland County Court of Quarter Sessions,Cumberland Cty. Ct. Quarter Sess.,33
11298,Fayette County Orphans' Court,Fayette Cty. Orphans' Ct.,20
11299,Synder County Court of Common Pleas,Synder Cty. C.P.,3
11300,Susquehanna County Court of Common Pleas,Susquehanna Cty. C.P.,49
11303,Bankruptcy Appellate Panel for the Tenth Circuit,10th Cir. Bankr. App. Panel,2
11309,United States Bankruptcy Court for the Northern District of West Virginia,Bankr. N.D. W. Va.,105
11319,Lockport Justice Court,Lockport J. Ct.,3
11322,Valley Stream Justice Court,Valley Stream J. Ct.,4
11329,Spring Valley Police Court,Spring Valley Police Ct.,4
11334,General Court of Maryland,Md. Gen. Ct.,368
11335,"County Court of New York, Richmond County",Richmond Cty. Ct.,10
11361,United States Bankruptcy Court for the Middle District of Louisiana,Bankr. M.D. La.,134
11362,Lowville Justice Court,Lowville J. Ct.,1
11369,United States Court of Appeals for the First Circuit,1st Cit.,6
11397,Spring City Police Court,Spring City Police Ct.,1
11415,Frankfort Justice Court,Frankfort J. Ct.,1
11416,"County Court of New York, Washington County",Washington Cty. Ct.,10
11422,Special Tribunal of Pennsylvania,Pa. Spec. Trib.,2
11423,"County Court of New York, Binghamton County",Binghamton Cty. Ct.,1
11429,"United States Court of Appeals, District of Columbia Circuit",D.C. Cir.,14
11430,Colonie Justice Court,Colonie J. Ct.,6
11431,Virgin Islands Municipal Court,V.I. Mun. Ct.,155
11432,Virgin Islands Police Court,V.I. Police Ct.,2
11448,Court of Appeals of the District of Columbia,D.C. Cir.,3335
11450,Troy City Police Court,Troy City Police Ct.,2
11451,New York Marine Court,N.Y. Marine Ct.,216
11456,Ulster County Court,Ulster Cty. Ct.,15
11465,Plattsburgh City Court,Plattsburgh City Ct.,1
11467,Saratoga County Court,Saratoga Cty. Ct.,6
11471,New York Distict Court,N.Y. Dist. Ct.,2
11482,Schuyler Justice Court,Schuyler J. Ct.,1
11483,Mount Kisco Police Court,Mount Kisco Police Ct.,1
11485,Monticello Police Justice Court,Montecillo Police Justice Ct.,1
11486,United States Bankruptcy Court for the Southern District of West Virginia,Bankr. S.D. W. Va.,67
11487,Superior Court of the Virgin Islands,V.I. Super. Ct.,377
11491,"New York County Court, Suffolk County",N.Y. Cty. Ct.,5
11496,Nassau County District Court,Nassau Cty. Dist. Ct.,645
11500,United States Court of Appeals for the District of Columbia,D.D.C.,7
11508,"Municipal Court of the City of New York, Borough of Bronx",N.Y. Mun. Ct.,2
11509,Kingsbury Justice Court,Kingsbury J. Ct.,1
11514,Schuyler County Court,Schuyler Cty. Ct.,3
11517,Orleans County Court,Orleans Cty. Ct.,5
11520,Port Jervis City Court,Port Jervis City Ct.,13
11523,Saratoga Springs City Court,Saratoga Springs City Ct.,1
11532,"Municipal Court of the City of New York, Borough of Queens",N.Y. Mun. Ct.,7
11533,New York Police Justice's Court,N.Y. Police J. Ct.,3
11542,"New York District Court, Nassau County",N.Y. Dist. Ct.,1
11557,"Municipal Court of the City of New York, Borough of Brooklyn",N.Y. Mun. Ct.,2
11565,New York General Sessions,N.Y. Ct. Gen. Sess.,5
11573,"New York Court of Oyer and Terminer, Albany County",N.Y. Ct. Oyer & Terminer,20
11577,Bronx County Court,Bronx Cty. Ct.,5
11585,"New York Court of Oyer and Terminer, Erie County",N.Y. Ct. Oyer & Terminer,5
11596,"New York Court of Oyer and Terminer, Oneida County",N.Y. Ct. Oyer & Terminer,4
11597,Cayuga Heights Police Court,Cayuga Heights Police Ct.,1
11600,Kingston City Court,Kingston City Ct.,2
11603,Supreme Court of Kansas,Kan.,1
11613,United States District Court,U.S.D.C.,11
11621,New York District Court of Nassau County,N.Y. Dist. Ct.,9
11622,Webster Justice of the Peace Court,Webster J.P. Ct.,1
11625,Scarsdale Justice Court,Scarsdale J. Ct.,1
11631,Maybrook Police Court,Maybrook Police Ct.,1
11642,Albany City Police Court,Albany City Police Ct.,2
11643,"New York Supreme Court, Appellate Division","",1
11645,Justice Court of Village of Fairport,Fairport J. Ct.,1
11646,Florida Circuit Court,Fla. Cir. Ct.,1965
11651,Hillsborough County Circuit Court,Hillsborough Cty. Cir. Ct.,50
11653,Otsego County Court,Otsego Cty. Ct.,6
11654,Manatee County Circuit Court,Manatee Cty. Cir. Ct.,4
11655,Broward County Circuit Court,Broward Cty. Cir. Ct.,103
11656,Duval County Circuit Court,Duval Cty. Cir. Ct.,192
11660,Palm Beach County Circuit Court,Palm Beach Cty. Cir. Ct.,206
11668,Marion County Circuit Court,Marion Cty. Cir. Ct.,12
11669,Dade County Circuit Court,Dade Cty. Cir. Ct.,854
11671,Depew Justice Court,Depew J. Ct.,1
11672,Oakfield Justice Court,Oakfield J. Ct.,1
11675,Pinellas County Circuit Court,Pinellas Cty. Cir. Ct.,50
11676,Justice Court of the Village of Nyack,Nyack J. Ct.,1
11677,Volusia County Circuit Court,Volusia Cty. Cir. Ct.,12
11680,"New York County Court, Onondaga County",Onondaga Cty. Ct.,4
11681,Hardee County Circuit Court,Hardee Cty. Cir. Ct.,1
11682,Nassau County Circuit Court,Nassau Cty. Cir. Ct.,5
11683,Alachua County Circuit Court,Alachua Cty. Cir. Ct.,6
11688,"New York County Court, Broome County",Broome Cty. Ct.,2
11689,Gadsden County Circuit Court,Gadsden Cty. Cir. Ct.,2
11695,Leon County Circuit Court,Leon Cty. Cir. Ct.,78
11696,Orange County Circuit Court,Orange Cty. Cir. Ct.,35
11697,Yonkers Justice Court,Yonkers J. Ct.,2
11702,"New York County Court, Suffolk County",Suffolk Cty. Ct.,4
11703,Schuylkill County Orphans' Court,Schuylkill Cty. Orphans' Ct.,97
11705,Somerset County Court of Common Pleas,Somerset Cty. C.P.,321
11706,Herkimer Justice Court,Herkimer J. Ct.,1
11707,Amsterdam Police Court,Amsterdam Police Ct.,1
11708,United States Bankruptcy Court for the District of South Dakota,Bankr. D.S.D.,243
11709,Snyder County Court of Common Pleas,Snyder Cty. C.P.,66
11714,Woodbury Justice Court,Woodbury J. Ct.,1
11715,Justice Court of Village of Rockville,Rockville J. Ct.,1
11716,Clarion County Court of Common Pleas,Clarion Cty. C.P.,26
11724,United States Circuit Court for the District of California,C.C.D. Cal.,311
11725,"New York County Court, Monroe County",Monroe Cty. Ct.,1
11730,"New York County Court, Tioga County",Tioga Cty. Ct.,1
11731,Dix Town Court,Dix Town Ct.,4
11734,"New York County Court, Dutchess County",Dutchess Cty. Ct.,4
11741,United States District Court for the District of Washington,D. Wash.,171
11745,"New York County Court, Nassau County",Nassau Cty. Ct.,4
11746,United States District Court,U.S. Dist. Ct.,21
11756,"New York Court of Oyer and Terminer, Westchester County",N.Y. Ct. Oyer & Terminer,1
11757,Perry County Court of Common Pleas,Perry Cty. C.P.,78
11758,Perinton Town Court,Perinton Town Ct.,1
11759,Juniata County Court of Common Pleas,Juniata Cty. C.P.,29
11760,Potter County Court of Common Pleas,Potter Cty. C.P.,52
11772,Rhinebeck Village Justice Court,Rhinebeck Village J. Ct.,1
11778,"New York County Court, Westchester County",Westchester Cty. Ct.,1
11786,Geneseo Justice Court,Geneseo J. Ct.,1
11792,Ocean Beach Village Justice Court,Ocean Beach Village J. Ct.,2
11808,Millerton Village Court,Millerton Village Ct.,1
11827,"New York County Court, Tompkins County",Tompkins Cty. Ct.,2
11828,Mamaroneck Justice Court,Mamaroneck J. Ct.,1
11837,Sea Cliff Justice Court,Sea Cliff J. Ct.,1
11846,United States Court of Appeals for the Third Circuit,3d. Cir.,24
11849,Penfield Town Court,Penfield Town Ct.,2
11850,Yonkers Court of Special Sessions,Yonkers Ct. Spec. Sess.,1
11853,Spring Valley Justice Court,Spring Valley J. Ct.,2
11854,Justice Court of Village of Suffern,Suffern J. Ct.,1
11856,Superior Court of Louisiana,La.,241
11861,"New York County Court, Orleans County",Orleans Cty. Ct.,1
11864,"New York County Court, Saratoga County",Saratoga Cty. Ct.,1
11865,Batavia City Court,Batavia City Ct.,6
11866,"County Court of New York, Hamilton County",Hamilton Cty. Ct.,3
11875,New York District Court of Suffolk County,N.Y. Dist. Ct.,6
11879,District Court of Nassau County,Nassau Dist. Ct.,6
11880,Poughkeepsie Justice Court,Poughkeepsie J. Ct.,2
11882,United States District Court for the District of Tennessee,D. Tenn.,31
11883,Elma Justice Court,Elma J. Ct.,2
11884,Dunkirk City Court,Dunkirk City Ct.,3
11886,District Court of Suffolk County,Suffolk Dist. Ct.,4
11887,Commonwealth Court of Pennsylvania,Pa. Commw. Ct.,28035
11899,Webster Town Court,Webster Town Ct.,7
11901,Tonawanda Justice Court,Tonawanda J. Ct.,1
11903,Justice Court of Village of Spring Valley,Spring Valley J. Ct.,5
11906,Chenango Justice Court,Chenango J. Ct.,1
11911,Harrison Town Court,Harrison Town Ct.,5
11912,Justice Court of Town of Bedford,Bedford J. Ct.,1
11914,Justice Court of Town of Greenburgh,Greenburgh J. Ct.,3
11915,Great Neck Plaza Village Court,Great Neck Plaza Vill. Ct.,1
11916,Onondaga Town Court,Onondaga Town Ct.,1
11917,Connecticut Court of Common Pleas,Conn. C.P.,708
11919,Rockville Centre Village Court,Rockville Centre Village Ct.,8
11922,Cohoes City Court,Cohoes City Ct.,9
