"Edm. Sel. Cas."	"Edmond's Select Cases"	195	https://api.case.law/v1/cases/?reporter=117	https://api.case.law/v1/reporters/117
"E.D. Smith"	"E.D. Smith's Common Pleas Reports"	582	https://api.case.law/v1/cases/?reporter=167	https://api.case.law/v1/reporters/167
"Edw. Ch."	"Edwards' Chancery Reports"	590	https://api.case.law/v1/cases/?reporter=1	https://api.case.law/v1/reporters/1
"S.C. Eq. (McMul. Eq.)"	"Equity cases, argued and determined in the Court of appeals of South Carolina (McMullan)"	55	https://api.case.law/v1/cases/?reporter=901	https://api.case.law/v1/reporters/901
"S.C. Eq. (Speers Eq.)"	"Equity cases, argued and determined in the Court of appeals of South Carolina (Speers)"	50	https://api.case.law/v1/cases/?reporter=900	https://api.case.law/v1/reporters/900
"Erie. Co. L.J."	"Erie County Legal Journal"	160	https://api.case.law/v1/cases/?reporter=810	https://api.case.law/v1/reporters/810
"P.R. Sent."	"Fallos y sentencias del Tribunal Supremo de Puerto Rico"	239	https://api.case.law/v1/cases/?reporter=786	https://api.case.law/v1/reporters/786
"Fay. L.J."	"Fayette Legal Journal"	0	https://api.case.law/v1/cases/?reporter=811	https://api.case.law/v1/reporters/811
"F. Cas."	"Federal Cases"	18984	https://api.case.law/v1/cases/?reporter=942	https://api.case.law/v1/reporters/942
"Fed. Cl."	"Federal Claims Reporter"	9084	https://api.case.law/v1/cases/?reporter=932	https://api.case.law/v1/reporters/932
"F."	"Federal Reporter"	73709	https://api.case.law/v1/cases/?reporter=943	https://api.case.law/v1/reporters/943
"F.2d"	"Federal Reporter 2d Series"	275121	https://api.case.law/v1/cases/?reporter=980	https://api.case.law/v1/reporters/980
"F.3d"	"Federal Reporter 3d Series"	130703	https://api.case.law/v1/cases/?reporter=933	https://api.case.law/v1/reporters/933
"F.R.D."	"Federal Rules Decisions"	26837	https://api.case.law/v1/cases/?reporter=981	https://api.case.law/v1/reporters/981
"F. Supp."	"Federal Supplement"	214478	https://api.case.law/v1/cases/?reporter=982	https://api.case.law/v1/reporters/982
"F. Supp. 2d"	"Federal Supplement 2d"	115461	https://api.case.law/v1/cases/?reporter=934	https://api.case.law/v1/reporters/934
"F. Supp. 3d"	"Federal Supplement 3d"	19353	https://api.case.law/v1/cases/?reporter=999	https://api.case.law/v1/reporters/999
"Fla."	"Florida Reports"	22912	https://api.case.law/v1/cases/?reporter=391	https://api.case.law/v1/reporters/391
"Fla. Supp."	"Florida Supplement"	2543	https://api.case.law/v1/cases/?reporter=309	https://api.case.law/v1/reporters/309
"Fla. Supp. 2d"	"Florida Supplement Second"	2586	https://api.case.law/v1/cases/?reporter=312	https://api.case.law/v1/reporters/312
"Ga. App."	"Georgia Appeals Reports"	100118	https://api.case.law/v1/cases/?reporter=519	https://api.case.law/v1/reporters/519
"Ga. L. Rep."	"Georgia Law Reporter"	505	https://api.case.law/v1/cases/?reporter=639	https://api.case.law/v1/reporters/639
"Ga."	"Georgia Reports"	68639	https://api.case.law/v1/cases/?reporter=360	https://api.case.law/v1/reporters/360
"Gault"	"Georgia reports; justice's courts and miscellaneous cases, 1820 to 1846,  reported and edited by Joseph Gault. A verbatim reprint."	0	https://api.case.law/v1/cases/?reporter=638	https://api.case.law/v1/reporters/638
"Gibb. Surr."	"Gibbons' Surrogate's Reports"	236	https://api.case.law/v1/cases/?reporter=149	https://api.case.law/v1/reporters/149
"Guam"	"Guam Reports"	278	https://api.case.law/v1/cases/?reporter=973	https://api.case.law/v1/reporters/973
"Hall Super. Ct. Rep."	"Hall's Superior Court Reports"	151	https://api.case.law/v1/cases/?reporter=170	https://api.case.law/v1/reporters/170
"H. & G."	"Harris and Gill"	108	https://api.case.law/v1/cases/?reporter=729	https://api.case.law/v1/reporters/729
"Haw. App."	"Hawaii Appellate Reports"	775	https://api.case.law/v1/cases/?reporter=439	https://api.case.law/v1/reporters/439
"Haw."	"Hawaii Reports"	7329	https://api.case.law/v1/cases/?reporter=423	https://api.case.law/v1/reporters/423
"Haz. Pa. Reg."	"Hazard's Register of Pennsylvania"	0	https://api.case.law/v1/cases/?reporter=812	https://api.case.law/v1/reporters/812
"Va. (Hen. & M.)"	"Hening & Munford"	770	https://api.case.law/v1/cases/?reporter=189	https://api.case.law/v1/reporters/189
"Hill & Den."	"Hill and Denio Supplement (Labor)"	114	https://api.case.law/v1/cases/?reporter=115	https://api.case.law/v1/reporters/115
"Hill"	"Hill's Reports"	1034	https://api.case.law/v1/cases/?reporter=116	https://api.case.law/v1/reporters/116
"Hilt."	"Hilton's Common Pleas Reports"	295	https://api.case.law/v1/cases/?reporter=168	https://api.case.law/v1/reporters/168
"Hoff. Ch."	"Hoffman's Chancery Reports"	55	https://api.case.law/v1/cases/?reporter=7	https://api.case.law/v1/reporters/7
"Hopk. Ch."	"Hopkins' Chancery Reports"	97	https://api.case.law/v1/cases/?reporter=8	https://api.case.law/v1/reporters/8
"How. App. Cas."	"Howard's Appeal Cases"	54	https://api.case.law/v1/cases/?reporter=136	https://api.case.law/v1/reporters/136
"How. Pr."	"Howard's Practice Reports"	7540	https://api.case.law/v1/cases/?reporter=35	https://api.case.law/v1/reporters/35
"How. Pr. (n.s.)"	"Howard's Practice Reports"	351	https://api.case.law/v1/cases/?reporter=991	https://api.case.law/v1/reporters/991
"Idaho"	"Idaho Reports"	18923	https://api.case.law/v1/cases/?reporter=306	https://api.case.law/v1/reporters/306
"Ill. App."	"Illinois Appellate Court Reports"	56898	https://api.case.law/v1/cases/?reporter=315	https://api.case.law/v1/reporters/315
"Ill. App. 2d"	"Illinois Appellate Court Reports, Second Series"	10678	https://api.case.law/v1/cases/?reporter=319	https://api.case.law/v1/reporters/319
"Ill. App. 3d"	"Illinois Appellate Court Reports, Third Series"	56339	https://api.case.law/v1/cases/?reporter=322	https://api.case.law/v1/reporters/322
"Ill. Cir. Ct. Rep."	"Illinois Circuit Court Reports"	199	https://api.case.law/v1/cases/?reporter=652	https://api.case.law/v1/reporters/652
"Ill. Ct. Cl."	"Illinois Court of Claims Reports"	9848	https://api.case.law/v1/cases/?reporter=532	https://api.case.law/v1/reporters/532
"Ill. (Scam)"	"Illinois Reports"	685	https://api.case.law/v1/cases/?reporter=1059	https://api.case.law/v1/reporters/1059
"Ill. (Breese)"	"Illinois Reports"	178	https://api.case.law/v1/cases/?reporter=1058	https://api.case.law/v1/reporters/1058
"Ill. (Gilm.)"	"Illinois Reports"	444	https://api.case.law/v1/cases/?reporter=1060	https://api.case.law/v1/reporters/1060
