id>url>name>name_abbreviation>decision_date>docket_number>first_page>last_page>citations_0_type>citations_0_cite>volume_url>volume_volume_number>volume_barcode>reporter_url>reporter_full_name>reporter_id>court_url>court_name_abbreviation>court_slug>court_id>court_name>jurisdiction_id>jurisdiction_name_long>jurisdiction_url>jurisdiction_slug>jurisdiction_whitelisted>jurisdiction_name>cites_to>frontend_url>frontend_pdf_url>preview>analysis_cardinality>analysis_char_count>analysis_ocr_confidence>analysis_sha256>analysis_simhash>analysis_word_count>last_updated
410>http://api.case.test:8000/v1/cases/410/>Mary Ann Mears, Ex’rx of Wm. Mears, Plaintiff in Error, v. Wm. Morrison, Defendant in Error>Mears v. Morrison>1827-12>>223>224>official>1 Ill. 223>http://api.case.test:8000/v1/volumes/32044057891608/>1>32044057891608>http://api.case.test:8000/v1/reporters/2/>Barbour's Chancery Reports>2>http://api.case.test:8000/v1/courts/ill/>Ill.>ill>2>Illinois Supreme Court>29>Illinois>http://api.case.test:8000/v1/jurisdictions/ill/>ill>True>Ill.>[]>http://cite.case.test:8000/ill/1/223/>http://cite.case.test:8000/pdf/410/Mears%20v.%20Morrison,%201%20Ill.%20223%20(1827).pdf>[]>258>3468>0.582>7da3028f71fe033cca882667f93db131699df9a73967674dd6e19cfea439371d>1:ffc9ff990ae3b83b>622>2020-09-24T16:56:43.280428+00:00
